RouteName,Email,Column1
BRC-rbz02 week 1,daniel.woods@cardiopartners.com,18133
BRC-rbz02 week 2,daniel.woods@cardiopartners.com,18133
BRC-rbz02 week 3,daniel.woods@cardiopartners.com,18133
BRC-rbz02 week 4,daniel.woods@cardiopartners.com,18133
BRC-tbz02 wk 2,Lwinters@caresupplyco.com,18065
BRC-tbz02 wk 4,Lwinters@caresupplyco.com,18065
BRC-tbz03 week 1,CenterstoneAP@centerstone.org,17953
BRC-tbz03 week 3,CenterstoneAP@centerstone.org,17953
BRC-tbz03 week 1,deborkin@centricarchitecture.com,17954
BRC-tbz03 week 2,deborkin@centricarchitecture.com,17954
BRC-tbz03 week 3,deborkin@centricarchitecture.com,17954
BRC-tbz03 week 4,deborkin@centricarchitecture.com,17954
BRC-tbz03 week 2,dewayne.barnett@changehealthcare.com,17965
BRC-tbz03 week 4,dewayne.barnett@changehealthcare.com,17965
BRC-tbz01 week 2,rweaver@chco.com,17955
BRC-tbz01 week 4,rweaver@chco.com,17955
BRC-tbz02 wk 4,kcarden@chipsi.org,18098
BRC-tbz02 wk 1,MMCQUEEN@CHRISTCATHEDRAL.ORG,17956
BRC-tbz02 wk 2,MMCQUEEN@CHRISTCATHEDRAL.ORG,17956
BRC-tbz02 wk 3,MMCQUEEN@CHRISTCATHEDRAL.ORG,17956
BRC-tbz02 wk 4,MMCQUEEN@CHRISTCATHEDRAL.ORG,17956
BRC-rbz02 week 2,anna.pennesi@citi.com,17957
BRC-rbz02 week 4,anna.pennesi@citi.com,17957
BRC-tbz02 wk 2,greg@cjadvertising.com,18058
BRC-tbz02 wk 4,greg@cjadvertising.com,18058
BRC-tbz01 week 2,accountspayable@thecomfortgroup.com,17959
BRC-tbz01 week 4,accountspayable@thecomfortgroup.com,17959
BRC-rbz02 week 1,kscheib@COM-INS.com,17960
BRC-rbz02 week 3,kscheib@COM-INS.com,17960
BRC-mcm01 week 1,accountspayable@chct.reit,18083
BRC-mcm01 week 2,accountspayable@chct.reit,18083
BRC-mcm01 week 3,accountspayable@chct.reit,18083
BRC-mcm01 week 4,accountspayable@chct.reit,18083
BRC-mcm02 week 2-1,kburkholder@compassroseevents.com,18057
BRC-rbz02 week 1,kelly.lowry@Consilio.com,18069
BRC-rbz02 week 3,kelly.lowry@Consilio.com,18069
BRC-rbz02 week 1,kelly.lowry@Consilio.com,18069
BRC-rbz02 week 3,kelly.lowry@Consilio.com,18069
BRC-mcm01 week 1,jpartin@csimp.net,18054
BRC-mcm01 week 3,jpartin@csimp.net,18054
BRC-tbz03 week 2,bpfrancis@cclawtn.com,18156
BRC-tbz03 week 4,bpfrancis@cclawtn.com,18156
BRC-wbz01 week 1,reception@cmaworld.com,17961
BRC-wbz01 week 3,reception@cmaworld.com,17961
BRC-mcm01 week 1,graciela@crema-coffee.com,18182
BRC-mcm01 week 2,graciela@crema-coffee.com,18182
BRC-mcm01 week 3,graciela@crema-coffee.com,18182
BRC-mcm01 week 4,graciela@crema-coffee.com,18182
BRC-rcm01 week 1,RACHEL@CREMA-COFFEE.COM,18506
BRC-rcm01 week 2,RACHEL@CREMA-COFFEE.COM,18506
BRC-rcm01 week 3,RACHEL@CREMA-COFFEE.COM,18506
BRC-rcm01 week 4,RACHEL@CREMA-COFFEE.COM,18506
BRC-tbz03 week 1,rachel@crema-coffee.com,18506
BRC-tbz03 week 2,rachel@crema-coffee.com,18506
BRC-tbz03 week 3,rachel@crema-coffee.com,18506
BRC-tbz03 week 4,rachel@crema-coffee.com,18506
BRC-rbz02 week 3,cindy.lattanzi@crowe.com,17929
BRC-tbz02 wk 2,accountspayable@dzlmanagement.com,17930
BRC-tbz02 wk 4,accountspayable@dzlmanagement.com,17930
BRC-rbz02 week 1,facilities@curraxpharma.com,18095
BRC-rbz02 week 2,facilities@curraxpharma.com,18095
BRC-rbz02 week 3,facilities@curraxpharma.com,18095
BRC-rbz02 week 4,facilities@curraxpharma.com,18095
BRC-tbz01 week 1,tanika@daleandassociates.net,17931
BRC-tbz01 week 2,tanika@daleandassociates.net,17931
BRC-tbz01 week 3,tanika@daleandassociates.net,17931
BRC-tbz01 week 4,tanika@daleandassociates.net,17931
BRC-tbz01 week 2,donald.moore@dciinc.org,18048
BRC-tbz01 week 4,donald.moore@dciinc.org,18048
BRC-rcm01 week 2,stephanie@mpmnashville.com,18161
BRC-tbz02 wk 1,Bonnie.Cash@finnpartners.com,17932
BRC-tbz02 wk 3,Bonnie.Cash@finnpartners.com,17932
BRC-wbz01 week 1,accountspayable@epluscancercare.com,17964
BRC-wbz01 week 3,accountspayable@epluscancercare.com,17964
BRC-mcm01 week 2,e523nj@erac.com,18171
BRC-mcm01 week 4,e523nj@erac.com,18171
BRC-mcm01 week 3,accounting@enviroscienceinc.com,18056
BRC-wbz02 week 2,creguli@comcast.net,18164
BRC-wbz02 week 4,creguli@comcast.net,18164
BRC-rcm01 week 1,mark@espaces.com,18074
BRC-rcm01 week 3,mark@espaces.com,18074
BRC-fbz01 week 1,accounting@ESSNashville.com,17968
BRC-fbz01 week 3,accounting@ESSNashville.com,17968
BRC-tbz02 wk 1,accountspayable@fcsnashville.org,17969
BRC-tbz02 wk 2,accountspayable@fcsnashville.org,17969
BRC-tbz02 wk 3,accountspayable@fcsnashville.org,17969
BRC-tbz02 wk 4,accountspayable@fcsnashville.org,17969
BRC-tbz03 week 4,parodriguez@fedex.com,17970
BRC-mcm02 week 1-1,invoices@rubicon.com,18462
BRC-mcm02 week 2-1,invoices@rubicon.com,18462
BRC-mcm02 week 3-1,invoices@rubicon.com,18462
BRC-mcm02 week 4-1,invoices@rubicon.com,18462
BRC-mcm01 week 1,invoices@rubicon.com,18462
BRC-mcm01 week 2,invoices@rubicon.com,18462
BRC-mcm01 week 3,invoices@rubicon.com,18462
BRC-mcm01 week 4,invoices@rubicon.com,18462
BRC-wbz01 week 1,invoices@rubicon.com,18462
BRC-wbz01 week 3,invoices@rubicon.com,18462
BRC-wbz02 week 1,invoices@rubicon.com,18462
BRC-wbz02 week 2,invoices@rubicon.com,18462
BRC-wbz02 week 3,invoices@rubicon.com,18462
BRC-wbz02 week 4,invoices@rubicon.com,18462
BRC-wbz02 week 1,invoices@rubicon.com,18462
BRC-wbz02 week 2,invoices@rubicon.com,18462
BRC-wbz02 week 3,invoices@rubicon.com,18462
BRC-wbz02 week 4,invoices@rubicon.com,18462
BRC-wbz02 week 1,invoices@rubicon.com,18462
BRC-wbz02 week 2,invoices@rubicon.com,18462
BRC-wbz02 week 3,invoices@rubicon.com,18462
BRC-wbz02 week 4,invoices@rubicon.com,18462
BRC-mcm02 week 2-1,invoices@rubicon.com,18462
BRC-mcm02 week 4-1,invoices@rubicon.com,18462
BRC-mcm02 week 2-1,invoices@rubicon.com,18462
BRC-mcm02 week 4-1,invoices@rubicon.com,18462
BRC-tbz02 wk 1,invoices@rubicon.com,18462
BRC-tbz02 wk 2,invoices@rubicon.com,18462
BRC-tbz02 wk 3,invoices@rubicon.com,18462
BRC-tbz02 wk 4,invoices@rubicon.com,18462
BRC-tbz02 wk 1,5thandbroadway@brookfieldproperties.com,18092
BRC-tbz02 wk 3,5thandbroadway@brookfieldproperties.com,18092
BRC-wbz02 week 3,dwigart@nfcn.org,18093
BRC-mcm02 week 1-1,brandon.robinson@franke.com,18085
BRC-mcm02 week 2-1,brandon.robinson@franke.com,18085
BRC-mcm02 week 3-1,brandon.robinson@franke.com,18085
BRC-mcm02 week 4-1,brandon.robinson@franke.com,18085
BRC-rbz02 week 1,emilymarlar@franklinderm.net,18027
BRC-rbz02 week 2,emilymarlar@franklinderm.net,18027
BRC-rbz02 week 3,emilymarlar@franklinderm.net,18027
BRC-rbz02 week 4,emilymarlar@franklinderm.net,18027
BRC-rcm01 week 1,paula.burns@freemanwebb.com,17997
BRC-rcm01 week 3,paula.burns@freemanwebb.com,17997
BRC-tbz03 week 1,jesse@mmmthatsfresh.com,18148
BRC-tbz03 week 3,jesse@mmmthatsfresh.com,18148
BRC-tbz02 wk 2,kparrish@fristartmuseum.org,18153
BRC-tbz02 wk 4,kparrish@fristartmuseum.org,18153
BRC-wbz02 week 1,becky.frizzell@comcast.net,18106
BRC-wbz02 week 2,becky.frizzell@comcast.net,18106
BRC-wbz02 week 3,becky.frizzell@comcast.net,18106
BRC-wbz02 week 4,becky.frizzell@comcast.net,18106
BRC-rbz02 week 2,Mick.Wrigley@avisonyoung.com,18079
BRC-rbz02 week 4,Mick.Wrigley@avisonyoung.com,18079
BRC-tbz03 week 1,dbest@opry.com,18026
BRC-tbz03 week 2,dbest@opry.com,18026
BRC-tbz03 week 3,dbest@opry.com,18026
BRC-tbz03 week 4,dbest@opry.com,18026
BRC-tbz03 week 1,kmartin@rymanhp.com,17979
BRC-tbz03 week 2,kmartin@rymanhp.com,17979
BRC-tbz03 week 3,kmartin@rymanhp.com,17979
BRC-tbz03 week 4,kmartin@rymanhp.com,17979
BRC-wbz01 week 1,dewayne.mccroskey@geodis.com,18087
BRC-wbz01 week 2,dewayne.mccroskey@geodis.com,18087
BRC-wbz01 week 3,dewayne.mccroskey@geodis.com,18087
BRC-wbz01 week 4,dewayne.mccroskey@geodis.com,18087
BRC-mcm02 week 2-1,roxanne.irvin@gpj.com,18080
BRC-mcm02 week 4-1,roxanne.irvin@gpj.com,18080
BRC-tbz03 week 1,amy.garrison@ghertner.com,17983
BRC-tbz03 week 2,amy.garrison@ghertner.com,17983
BRC-tbz03 week 3,amy.garrison@ghertner.com,17983
BRC-tbz03 week 4,amy.garrison@ghertner.com,17983
BRC-tbz02 wk 2,LSchween@ghp1.com,18064
BRC-tbz02 wk 4,LSchween@ghp1.com,18064
BRC-tbz02 wk 2,chris@gwcg.com,18149
BRC-tbz02 wk 4,chris@gwcg.com,18149
BRC-tbz01 week 1,goodallaccountspayable@goodallhomes.com,18107
BRC-tbz01 week 3,goodallaccountspayable@goodallhomes.com,18107
BRC-wbz02 week 1,goodallaccountspayable@goodallhomes.com,18107
BRC-wbz02 week 2,goodallaccountspayable@goodallhomes.com,18107
BRC-wbz02 week 3,goodallaccountspayable@goodallhomes.com,18107
BRC-wbz02 week 4,goodallaccountspayable@goodallhomes.com,18107
BRC-wbz01 week 2,OAS.ElectronicInvoices@tn.gov,17976
BRC-wbz01 week 4,OAS.ElectronicInvoices@tn.gov,17976
BRC-rbz02 week 1,paul.dornan@sfmservice.com,18100
BRC-rbz02 week 2,paul.dornan@sfmservice.com,18100
BRC-rbz02 week 3,paul.dornan@sfmservice.com,18100
BRC-rbz02 week 4,paul.dornan@sfmservice.com,18100
BRC-tbz01 week 2,lonnie@greaternashvillerealtors.org,18037
BRC-tbz01 week 4,lonnie@greaternashvillerealtors.org,18037
BRC-rcm01 week 1,Shannon@gruhn.com,18158
BRC-rcm01 week 2,Shannon@gruhn.com,18158
BRC-rcm01 week 3,Shannon@gruhn.com,18158
BRC-rcm01 week 4,Shannon@gruhn.com,18158
BRC-tbz03 week 1,accounting@hon.org,18137
BRC-tbz03 week 3,accounting@hon.org,18137
BRC-tbz02 wk 1,HGibbs@hastingsarchitecture.com,18108
BRC-tbz02 wk 2,HGibbs@hastingsarchitecture.com,18108
BRC-tbz02 wk 3,HGibbs@hastingsarchitecture.com,18108
BRC-tbz02 wk 4,HGibbs@hastingsarchitecture.com,18108
BRC-fbz01 week 1,johns@hathornenashville.com,18134
BRC-fbz01 week 2,johns@hathornenashville.com,18134
BRC-fbz01 week 3,johns@hathornenashville.com,18134
BRC-fbz01 week 4,johns@hathornenashville.com,18134
BRC-fbz01 week 2,katherine.brown@hdarchitects.com,18025
BRC-fbz01 week 4,katherine.brown@hdarchitects.com,18025
BRC-tbz03 week 2,ben.taylor@healinginnovations.com,18090
BRC-tbz03 week 4,ben.taylor@healinginnovations.com,18090
BRC-tbz02 wk 2,robyn.evans@healthstream.com,17962
BRC-mcm01 week 2,admin@heifranklin.com,18175
BRC-mcm01 week 4,admin@heifranklin.com,18175
BRC-wbz02 week 1,BOGuin@hendersonville.org,18109
BRC-wbz02 week 2,BOGuin@hendersonville.org,18109
BRC-wbz02 week 3,BOGuin@hendersonville.org,18109
BRC-wbz02 week 4,BOGuin@hendersonville.org,18109
BRC-mcm01 week 1,sheryl.seifert@henkel.com,18178
BRC-mcm01 week 3,sheryl.seifert@henkel.com,18178
BRC-rcm01 week 2,florence@heritagegroupusa.com,18157
BRC-rcm01 week 4,florence@heritagegroupusa.com,18157
BRC-tbz03 week 3,accounting@hqdirect.com,18001
BRC-rcm01 week 2,amurray@i3verticals.com,18143
BRC-rcm01 week 4,amurray@i3verticals.com,18143
BRC-tbz01 week 2,AccountsPayable@inovapayroll.com,18060
BRC-tbz01 week 4,AccountsPayable@inovapayroll.com,18060
BRC-fbz01 week 1,Facilities-Atlanta@am.jll.com,17925
BRC-fbz01 week 2,Facilities-Atlanta@am.jll.com,17925
BRC-fbz01 week 3,Facilities-Atlanta@am.jll.com,17925
BRC-fbz01 week 4,Facilities-Atlanta@am.jll.com,17925
BRC-wbz01 week 1,accountspayable@jwmcd.com,18024
BRC-tbz01 week 2,jcarpenter@jjca.com,18023
BRC-tbz01 week 4,jcarpenter@jjca.com,18023
BRC-rbz02 week 2,jkilpatrick@livejones.com,18022
BRC-rbz02 week 4,jkilpatrick@livejones.com,18022
BRC-tbz02 wk 1,kristen@kaygriffin.com,17984
BRC-tbz02 wk 3,kristen@kaygriffin.com,17984
BRC-tbz02 wk 2,Princess.Raine@kci.com,18067
BRC-tbz02 wk 4,Princess.Raine@kci.com,18067
BRC-tbz03 week 1,betsy.chandler@freemanwebb.com,17985
BRC-tbz03 week 3,betsy.chandler@freemanwebb.com,17985
BRC-rbz02 week 1,missy.Evans@lbmc.com,18038
BRC-rbz02 week 3,missy.Evans@lbmc.com,18038
BRC-tbz02 wk 1,sgordon@leader.law,18020
BRC-tbz02 wk 3,sgordon@leader.law,18020
BRC-rbz02 week 2,candace@lsplaw.net,18072
BRC-rbz02 week 4,candace@lsplaw.net,18072
BRC-mcm02 week 1-1,frcash@LKQCORP.com,17986
BRC-mcm02 week 2-1,frcash@LKQCORP.com,17986
BRC-mcm02 week 3-1,frcash@LKQCORP.com,17986
BRC-mcm02 week 4-1,frcash@LKQCORP.com,17986
BRC-wbz02 week 1,cara@lockelandtable.com,17924
BRC-wbz02 week 2,cara@lockelandtable.com,17924
BRC-wbz02 week 3,cara@lockelandtable.com,17924
BRC-wbz02 week 4,cara@lockelandtable.com,17924
BRC-wbz01 week 1,marqueemgr@lincolnapts.com,18110
BRC-wbz01 week 2,marqueemgr@lincolnapts.com,18110
BRC-wbz01 week 3,marqueemgr@lincolnapts.com,18110
BRC-wbz01 week 4,marqueemgr@lincolnapts.com,18110
BRC-tbz03 week 1,walls-t@us.benichu.com,18019
BRC-tbz03 week 3,walls-t@us.benichu.com,18019
BRC-tbz02 wk 1,mbeard@mpf.com,17987
BRC-tbz02 wk 2,mbeard@mpf.com,17987
BRC-tbz02 wk 3,mbeard@mpf.com,17987
BRC-tbz02 wk 4,mbeard@mpf.com,17987
BRC-tbz03 week 1,carol@capitalcorporation.net,17980
BRC-tbz03 week 3,carol@capitalcorporation.net,17980
BRC-tbz02 wk 2,carol@capitalcorporation.net,17980
BRC-tbz02 wk 4,carol@capitalcorporation.net,17980
BRC-tbz03 week 2,pat.miller@millenniumhotels.com,18018
BRC-tbz03 week 1,shaun@nashvilleprinting.com,18136
BRC-tbz03 week 2,shaun@nashvilleprinting.com,18136
BRC-tbz03 week 3,shaun@nashvilleprinting.com,18136
BRC-tbz03 week 4,shaun@nashvilleprinting.com,18136
BRC-rbz02 week 1,asitter@montessoriacad.org,18091
BRC-rbz02 week 2,asitter@montessoriacad.org,18091
BRC-rbz02 week 3,asitter@montessoriacad.org,18091
BRC-rbz02 week 4,asitter@montessoriacad.org,18091
BRC-tbz02 wk 1,nsmith@moodynolan.com,18144
BRC-tbz02 wk 3,nsmith@moodynolan.com,18144
BRC-tbz02 wk 2,MLANE@NASBA.ORG,17988
BRC-tbz02 wk 4,MLANE@NASBA.ORG,17988
BRC-fbz01 week 1,sherrie@nashvillehumane.org,18145
BRC-fbz01 week 2,sherrie@nashvillehumane.org,18145
BRC-fbz01 week 3,sherrie@nashvillehumane.org,18145
BRC-fbz01 week 4,sherrie@nashvillehumane.org,18145
BRC-rcm01 week 2,andrew@nashvillemotorcyclerepair.com,18094
BRC-rcm01 week 4,andrew@nashvillemotorcyclerepair.com,18094
BRC-tbz03 week 2,carl@wpln.org,18142
BRC-tbz03 week 4,carl@wpln.org,18142
BRC-tbz02 wk 1,accounting@fwpublishing.com,18017
BRC-tbz02 wk 3,accounting@fwpublishing.com,18017
BRC-tbz01 week 2,soneill@nashvillevetderm.com,18163
BRC-tbz01 week 4,soneill@nashvillevetderm.com,18163
BRC-mcm01 week 2,ckeaton@nashvillevetspecialists.com,18052
BRC-mcm01 week 4,ckeaton@nashvillevetspecialists.com,18052
BRC-mcm02 week 1-1,ckeaton@nashvillevetspecialists.com,18052
BRC-mcm02 week 3-1,ckeaton@nashvillevetspecialists.com,18052
BRC-rcm01 week 1,Billing@nephilaadvisors.com,18033
BRC-rcm01 week 3,Billing@nephilaadvisors.com,18033
BRC-rbz02 week 1,dawn.reed@northhighland.com,18015
BRC-rbz02 week 3,dawn.reed@northhighland.com,18015
BRC-tbz01 week 1,ap@oriusa.com,18046
BRC-tbz01 week 3,ap@oriusa.com,18046
BRC-tbz02 wk 2,dana.holsomback@ogletree.com,18112
BRC-tbz02 wk 4,dana.holsomback@ogletree.com,18112
BRC-wbz01 week 1,kmack@conservice.com,18113
BRC-wbz01 week 2,kmack@conservice.com,18113
BRC-wbz01 week 3,kmack@conservice.com,18113
BRC-wbz01 week 4,kmack@conservice.com,18113
BRC-tbz02 wk 2,brec@unicoprop.com,18077
BRC-tbz02 wk 4,brec@unicoprop.com,18077
BRC-rbz02 week 1,jmoseley@orionbldg.com,18014
BRC-tbz02 wk 2,margaret.brandon@ourkidscenter.com,18044
BRC-mcm01 week 1,allison@issolutions.biz,18114
BRC-mcm01 week 2,allison@issolutions.biz,18114
BRC-mcm01 week 3,allison@issolutions.biz,18114
BRC-mcm01 week 4,allison@issolutions.biz,18114
BRC-rcm01 week 1,allison@issolutions.biz,18114
BRC-rcm01 week 2,allison@issolutions.biz,18114
BRC-rcm01 week 3,allison@issolutions.biz,18114
BRC-rcm01 week 4,allison@issolutions.biz,18114
BRC-wbz01 week 1,ccheek@parmanenergy.com,18013
BRC-wbz01 week 3,ccheek@parmanenergy.com,18013
BRC-tbz03 week 1,cd.clark@parmanenergy.com,18071
BRC-tbz03 week 3,cd.clark@parmanenergy.com,18071
BRC-tbz03 week 3,Donna.Robinson@pathwaylending.org,18011
BRC-wbz02 week 1,hannah@pfeffertorode.com,18070
BRC-wbz02 week 2,hannah@pfeffertorode.com,18070
